id,FALSE,TRUE,half-true,barely-true,pants-fire,mostly-true
6610.json,0.16885465,0.16037469,0.17938618,0.16460355,0.15487692,0.17190407
5597.json,0.17939182,0.14068727,0.19465621,0.17635107,0.14199847,0.16691521
1234.json,0.17118627,0.15843414,0.1770033,0.1653778,0.15566616,0.1723323
4995.json,0.1683474,0.16425093,0.18732178,0.16464564,0.14349777,0.1719365
9095.json,0.17841323,0.1533154,0.188786,0.16935293,0.14358288,0.16654949
10451.json,0.17482035,0.15719567,0.19236799,0.17128474,0.14276548,0.16156569
4679.json,0.16634123,0.16008228,0.19034044,0.16540007,0.14108853,0.17674746
6011.json,0.17219457,0.16071299,0.19002432,0.16666418,0.14505228,0.16535172
255.json,0.16834502,0.16026494,0.19287463,0.1669255,0.13949625,0.17209367
3664.json,0.16960494,0.1542135,0.20658177,0.16374877,0.13382657,0.17202456
11262.json,0.16979532,0.16372895,0.1753297,0.16161057,0.15330994,0.17622556
9388.json,0.17193797,0.15759553,0.1817394,0.17323922,0.14859985,0.16688803
12596.json,0.17057511,0.1545774,0.19789453,0.17156605,0.13888125,0.1665057
8689.json,0.17839274,0.15658434,0.18090422,0.16533138,0.1498235,0.16896382
13420.json,0.17454767,0.15858068,0.18491,0.17211479,0.14604443,0.16380242
11911.json,0.1716807,0.15601031,0.18896861,0.16482107,0.15508404,0.1634352
5450.json,0.16624187,0.16373938,0.18248446,0.1622376,0.15326157,0.17203508
2993.json,0.17272915,0.15381067,0.20652296,0.16689277,0.13762149,0.16242294
3740.json,0.16741805,0.15970254,0.20110156,0.16101173,0.13896856,0.1717976
12720.json,0.17404215,0.13657124,0.20596507,0.17196286,0.14140652,0.17005214
1653.json,0.16909236,0.14009471,0.22058053,0.18020795,0.11872561,0.1712988
3731.json,0.1607791,0.15404248,0.18767597,0.1645431,0.15204985,0.18090959
8103.json,0.16849208,0.15566541,0.19460005,0.16605179,0.14332438,0.17186628
1439.json,0.17070338,0.15225257,0.18898028,0.16894725,0.14722899,0.17188756
5779.json,0.17170013,0.16200313,0.18106912,0.16756284,0.14747979,0.17018497
10567.json,0.16087456,0.15861885,0.19915646,0.17075567,0.13254832,0.17804609
10111.json,0.17149149,0.15644798,0.20418274,0.16340578,0.13865763,0.16581438
11256.json,0.16458641,0.16706835,0.18763073,0.16667461,0.14374417,0.17029573
10543.json,0.16890652,0.16400586,0.18202785,0.16745119,0.14737931,0.17022914
7904.json,0.17001687,0.16248024,0.19529152,0.16100927,0.1377565,0.17344557
4709.json,0.1642322,0.1498473,0.20482758,0.16443338,0.14240289,0.17425667
8854.json,0.16752481,0.16882825,0.18832009,0.16279991,0.13269718,0.17982979
4116.json,0.16883159,0.15537736,0.1977819,0.16586761,0.14044197,0.17169957
5131.json,0.1662738,0.16122529,0.1952284,0.16231646,0.13797021,0.1769858
11861.json,0.17332925,0.15881154,0.19049521,0.1662759,0.14262497,0.16846317
9435.json,0.17618749,0.15460925,0.18899281,0.15922284,0.14648896,0.17449859
12805.json,0.17080192,0.16660555,0.16969056,0.16481888,0.15623796,0.1718451
9801.json,0.16990915,0.15091918,0.18818344,0.17363907,0.14411631,0.17323284
2195.json,0.16270658,0.16162525,0.19272101,0.16179211,0.14553763,0.17561747
11370.json,0.17544317,0.15634829,0.19227207,0.16391686,0.1466065,0.1654131
9771.json,0.17498781,0.1499416,0.19053625,0.1724102,0.14591685,0.16620736
3676.json,0.17200153,0.158851,0.19136667,0.16891877,0.14000112,0.16886085
4615.json,0.16709441,0.15262437,0.19870791,0.16941178,0.14513303,0.16702849
7742.json,0.16745245,0.16465537,0.17432746,0.16501829,0.15545577,0.17309071
2394.json,0.17178014,0.1575511,0.18530032,0.16792862,0.14548816,0.17195174
817.json,0.17531295,0.15874611,0.18537524,0.16232248,0.14708805,0.17115517
13051.json,0.1695779,0.16288099,0.18800835,0.16502798,0.14108847,0.17341629
11345.json,0.16952251,0.16356714,0.18598935,0.16761343,0.14681731,0.16649021
7387.json,0.17807746,0.15431893,0.19042112,0.16693756,0.143489,0.1667559
4400.json,0.17174473,0.151264,0.18689029,0.17730685,0.14654724,0.16624685
3541.json,0.15980884,0.15991561,0.19853312,0.1631737,0.13800655,0.18056215
12187.json,0.17305954,0.15629075,0.19721062,0.1657737,0.13778646,0.16987894
7340.json,0.17172067,0.16208756,0.19586591,0.16134067,0.13626437,0.17272076
10355.json,0.16495278,0.16125473,0.20891449,0.16448872,0.1277232,0.17266604
10467.json,0.16398774,0.15902533,0.18736032,0.17190152,0.13946351,0.17826162
8089.json,0.1777904,0.15437637,0.19643718,0.16111273,0.14158808,0.16869523
12526.json,0.17369945,0.16659237,0.18838742,0.16850992,0.13962696,0.16318381
10898.json,0.17653486,0.1557306,0.20051599,0.17326562,0.13506924,0.15888366
7541.json,0.16639626,0.14844514,0.19823569,0.16575812,0.14155957,0.17960519
7136.json,0.1734657,0.15994431,0.20446765,0.16582063,0.124692485,0.17160927
6325.json,0.17398977,0.15245065,0.20584959,0.16638194,0.1389102,0.1624178
12855.json,0.1741019,0.14782578,0.21712644,0.16684555,0.13338852,0.16071182
10512.json,0.17015935,0.15908268,0.18438615,0.1648307,0.15182398,0.16971709
12336.json,0.16673023,0.16808803,0.1723842,0.16552101,0.15635435,0.17092213
11726.json,0.1745644,0.15950438,0.18097821,0.16920409,0.14110923,0.17463957
3904.json,0.16511615,0.15281728,0.19437224,0.17113821,0.14548372,0.1710725
6774.json,0.17748374,0.15635966,0.18469828,0.17679673,0.13152112,0.17314051
1324.json,0.17058876,0.15728666,0.20142156,0.16184977,0.13152611,0.1773271
6813.json,0.17115787,0.16200513,0.19642955,0.16064344,0.13871074,0.17105329
9737.json,0.17066745,0.16682251,0.1871602,0.15786155,0.1492505,0.16823778
6366.json,0.16418056,0.15437983,0.21652362,0.1690013,0.13126467,0.16464995
9316.json,0.16880739,0.1612571,0.18437643,0.15998018,0.15223926,0.1733396
992.json,0.16960773,0.16025716,0.19386154,0.16245961,0.14008643,0.17372751
699.json,0.16904622,0.15839143,0.19627659,0.16523604,0.14315686,0.16789277
9033.json,0.17126153,0.1499503,0.18219852,0.17539467,0.15142615,0.16976884
5950.json,0.1692222,0.16010098,0.17483336,0.16465525,0.15914434,0.17204386
10041.json,0.17311911,0.15501504,0.20012575,0.16790263,0.137204,0.16663355
5528.json,0.16357672,0.1588231,0.19346468,0.16661467,0.14379121,0.17372954
8414.json,0.17154935,0.16407074,0.19471496,0.16094476,0.14111009,0.1676101
4189.json,0.17147848,0.15145469,0.1958995,0.16901222,0.14162761,0.1705275
9333.json,0.17394832,0.16079617,0.18561062,0.16335352,0.14196205,0.17432925
9052.json,0.16933633,0.16034731,0.18913999,0.16357596,0.15047088,0.16712949
12478.json,0.17027101,0.15201418,0.20800883,0.16660254,0.13324547,0.16985811
1405.json,0.1744695,0.16240104,0.17669998,0.1603979,0.1560596,0.16997205
3235.json,0.16954786,0.16320749,0.19176395,0.16505946,0.14220831,0.16821295
1514.json,0.16642737,0.15186948,0.18624252,0.16815867,0.15152986,0.17577212
6919.json,0.16351089,0.1550557,0.18850055,0.16512263,0.15041026,0.17739992
9774.json,0.16974324,0.15947928,0.18086864,0.1735048,0.14513397,0.17127009
5640.json,0.18005836,0.1506523,0.1929193,0.17150812,0.14614365,0.1587183
9444.json,0.1742046,0.1586092,0.19052571,0.17086649,0.1424199,0.16337413
12449.json,0.16821977,0.1527002,0.20091614,0.17249428,0.13536376,0.1703058
4432.json,0.17126125,0.16391952,0.19619715,0.15878898,0.13217455,0.17765856
5749.json,0.16733342,0.16369617,0.18635388,0.16468838,0.15360686,0.16432132
8192.json,0.16229591,0.16014671,0.1818815,0.17391802,0.15443733,0.1673204
7886.json,0.17481115,0.15484102,0.1859777,0.16773525,0.14405365,0.17258124
9431.json,0.17554177,0.15775132,0.20198135,0.16941525,0.13515143,0.16015884
7721.json,0.1636034,0.15983354,0.19322985,0.16729477,0.15015396,0.16588446
2616.json,0.1686579,0.15333733,0.1883055,0.1690279,0.14930488,0.17136645
2122.json,0.16812976,0.16385269,0.1785761,0.16355127,0.15743697,0.16845317
1280.json,0.16430965,0.15381968,0.18700135,0.17530076,0.1474491,0.1721195
2477.json,0.16201521,0.14812121,0.1919452,0.17333186,0.13994628,0.18464026
6123.json,0.1666703,0.1542297,0.1978837,0.16558623,0.14006758,0.17556252
7814.json,0.17029433,0.15635024,0.18164283,0.16417785,0.15601379,0.17152092
901.json,0.17084418,0.15492178,0.1791173,0.16923408,0.15491048,0.17097215
6720.json,0.17200981,0.15381485,0.1848351,0.16940244,0.1484923,0.17144549
4628.json,0.16951753,0.15553847,0.19124281,0.16369599,0.14220212,0.17780311
11303.json,0.16875006,0.15888405,0.18190461,0.16878805,0.15573904,0.16593413
2986.json,0.17276305,0.15335481,0.1963795,0.16474535,0.13897422,0.17378314
10783.json,0.1766452,0.16304514,0.18912138,0.16686982,0.13763802,0.16668049
13350.json,0.1680256,0.16628097,0.17386164,0.16535968,0.15502578,0.17144635
258.json,0.17560732,0.1608522,0.19362229,0.16674928,0.13887654,0.16429238
1248.json,0.16905373,0.15994829,0.17585143,0.166179,0.15888315,0.17008446
10450.json,0.1674095,0.15375438,0.20252274,0.16559087,0.13692223,0.1738003
8758.json,0.16136028,0.15045913,0.2057706,0.16734256,0.14317861,0.17188889
4442.json,0.16154763,0.15962294,0.19677663,0.16496642,0.14476518,0.17232125
7930.json,0.16048026,0.16553164,0.19413933,0.15935427,0.14025328,0.18024127
12122.json,0.17251727,0.1594939,0.19449575,0.16597389,0.13666454,0.17085475
6678.json,0.1756276,0.15703642,0.1904657,0.16741802,0.14286706,0.16658518
9957.json,0.16178237,0.1579896,0.19105546,0.17605196,0.13287637,0.18024425
7111.json,0.17250419,0.15777688,0.19069877,0.1675342,0.13819623,0.17328975
9235.json,0.17014451,0.1565588,0.19024213,0.1700101,0.14512885,0.1679157
1243.json,0.1678535,0.15819308,0.17841902,0.16767193,0.15401304,0.17384946
5693.json,0.16637439,0.16117404,0.17913206,0.16594183,0.15538535,0.17199239
2305.json,0.17871523,0.15733263,0.19746417,0.17015578,0.13620347,0.16012864
2040.json,0.17155862,0.16164038,0.18715711,0.1607704,0.14424029,0.17463319
9192.json,0.1726905,0.14635064,0.18985628,0.1736155,0.14205681,0.17543033
11375.json,0.16898158,0.15818688,0.18920828,0.17407721,0.14377648,0.16576958
9674.json,0.168442,0.15470262,0.19871233,0.17111215,0.13304684,0.17398407
3369.json,0.17263949,0.15689144,0.19771636,0.16626836,0.1367585,0.16972587
8855.json,0.16460685,0.16919729,0.18920416,0.15820351,0.13998097,0.17880717
1641.json,0.16908994,0.15538114,0.20302913,0.17336138,0.12771727,0.17142107
9080.json,0.16681965,0.16168557,0.17552775,0.1669328,0.1524104,0.17662373
4233.json,0.16686107,0.15840724,0.19889967,0.1685754,0.13223933,0.17501725
12952.json,0.17567284,0.15954146,0.17479785,0.16247457,0.15261829,0.17489497
2135.json,0.16399412,0.16565469,0.18956618,0.16430518,0.13896278,0.17751706
7696.json,0.16240619,0.15902369,0.19437352,0.16472363,0.14223586,0.17723717
11751.json,0.16598904,0.16343948,0.1909826,0.16004841,0.14181688,0.17772368
2187.json,0.16457433,0.15607889,0.19829804,0.16977374,0.13748704,0.17378794
3196.json,0.1665055,0.1620263,0.18649559,0.16581765,0.14646144,0.17269346
6263.json,0.17016833,0.15052567,0.1956822,0.16477363,0.15151687,0.16733333
2774.json,0.16646574,0.16119167,0.17299339,0.17165302,0.16073321,0.16696297
6555.json,0.16971406,0.15771714,0.19282688,0.16484599,0.14684811,0.16804774
8961.json,0.17388886,0.15704845,0.18860632,0.16609283,0.14584225,0.1685213
8011.json,0.17686273,0.15554102,0.18860666,0.15986256,0.1501694,0.1689576
1290.json,0.17468843,0.15603206,0.18288943,0.1687488,0.14533144,0.17230985
9151.json,0.17303185,0.15514678,0.18493493,0.17084524,0.14735036,0.16869083
11625.json,0.17896529,0.14303248,0.1967503,0.16657835,0.1437251,0.17094848
7426.json,0.1688053,0.1603763,0.1864152,0.16045657,0.14836805,0.17557852
1462.json,0.17010398,0.15541577,0.1860755,0.1775641,0.15324703,0.15759364
1777.json,0.16319281,0.16168648,0.18972972,0.16524477,0.14791988,0.17222643
12982.json,0.16717659,0.16140953,0.19224775,0.16001485,0.1499764,0.16917492
6015.json,0.17324892,0.15488729,0.1992732,0.1743381,0.1339522,0.16430026
12520.json,0.17080545,0.16408567,0.19327466,0.16554567,0.13125297,0.17503552
8944.json,0.17713884,0.15648332,0.1907089,0.1734404,0.13589849,0.16633007
6035.json,0.16555701,0.16670553,0.19409315,0.1612202,0.14229496,0.17012915
10309.json,0.17629184,0.15246618,0.18639526,0.16753437,0.14442794,0.17288437
7336.json,0.16313638,0.16885836,0.18223217,0.16921851,0.15147854,0.16507608
7726.json,0.17075185,0.16439418,0.18685962,0.17112447,0.14362973,0.16324016
12768.json,0.16289642,0.160412,0.17638464,0.16955133,0.141993,0.1887625
12012.json,0.16602,0.15352178,0.1993939,0.16790195,0.14240219,0.17076018
5710.json,0.17124277,0.1611829,0.17558664,0.16181202,0.15711771,0.173058
376.json,0.17115515,0.15852422,0.19138652,0.17132215,0.14265597,0.16495599
4198.json,0.16882929,0.16161998,0.18461071,0.17202738,0.1476688,0.16524379
4901.json,0.16889936,0.16261028,0.17898776,0.16959064,0.15569273,0.16421922
7806.json,0.17295471,0.15734717,0.18804191,0.17166235,0.14047354,0.16952033
12537.json,0.17118713,0.16188656,0.18308853,0.1666554,0.14498904,0.17219335
3593.json,0.17065942,0.15215583,0.2118605,0.16712904,0.12901929,0.16917598
9779.json,0.17599533,0.14863367,0.20214066,0.17209385,0.13100484,0.17013161
8990.json,0.16661215,0.16768369,0.16798289,0.16669224,0.15720679,0.17382225
3979.json,0.167391,0.16291416,0.17322716,0.16305204,0.16356355,0.169852
10897.json,0.16450527,0.16355005,0.19912954,0.16537665,0.13650501,0.1709335
4841.json,0.1703733,0.1482381,0.19851117,0.16768557,0.13490218,0.18028969
2570.json,0.17530961,0.15321636,0.20067215,0.17061949,0.13808629,0.16209616
4068.json,0.15928635,0.16687615,0.19440532,0.16708064,0.13585551,0.176496
12301.json,0.17113306,0.15504397,0.18976673,0.1638339,0.14363419,0.1765882
7236.json,0.17138834,0.15826859,0.17455982,0.16796142,0.15663742,0.17118447
6571.json,0.17418559,0.15529029,0.19383241,0.17259486,0.13970593,0.16439092
2640.json,0.16371545,0.16370592,0.18401407,0.16307363,0.15079725,0.17469375
13512.json,0.16529375,0.16157807,0.19057196,0.16979313,0.14560397,0.16715914
166.json,0.16840397,0.16568102,0.18813393,0.16760607,0.14499173,0.16518323
7329.json,0.16795696,0.14704216,0.20501727,0.17351247,0.13595419,0.17051692
13385.json,0.1706649,0.1514204,0.19107543,0.17673565,0.14235063,0.16775297
7827.json,0.16667132,0.16555232,0.19134335,0.1622446,0.13774146,0.17644702
11670.json,0.16844672,0.158381,0.18974704,0.1600884,0.14303069,0.18030614
13029.json,0.1640148,0.15976761,0.19510584,0.16915163,0.14086768,0.17109242
9937.json,0.16825761,0.15771993,0.18735267,0.17024988,0.1425723,0.17384763
2811.json,0.17317657,0.15603639,0.19386353,0.1644799,0.14324544,0.16919816
6333.json,0.17423868,0.14746849,0.20106968,0.17622405,0.13384922,0.16714983
5124.json,0.182487,0.15866731,0.20231237,0.16432045,0.12869501,0.16351789
66.json,0.17272116,0.15061298,0.19060315,0.16739431,0.14799316,0.17067528
5403.json,0.16446489,0.16114852,0.17957683,0.16606255,0.15940839,0.16933887
9437.json,0.17319845,0.16072416,0.18351948,0.16850248,0.14768296,0.1663724
235.json,0.1677756,0.15947689,0.19568253,0.16064136,0.14748201,0.1689416
793.json,0.1699617,0.15934098,0.18485337,0.16720599,0.14133279,0.17730513
11080.json,0.17477229,0.15048087,0.18393262,0.17648149,0.14125624,0.17307657
9489.json,0.16460668,0.16256872,0.19220382,0.16191833,0.14433591,0.17436658
1444.json,0.16923876,0.15589713,0.19950907,0.16727974,0.1429885,0.16508685
2484.json,0.17283934,0.16268525,0.17649823,0.17353794,0.15014127,0.164298
5836.json,0.16887751,0.1558224,0.1953782,0.17072663,0.13593593,0.17325939
12.json,0.16983984,0.16084914,0.19325864,0.16674666,0.14171362,0.16759206
11588.json,0.16269451,0.16997439,0.18955185,0.16565369,0.14418058,0.16794498
6264.json,0.17049189,0.15633518,0.20100556,0.16767892,0.13289136,0.17159708
13324.json,0.16635168,0.16103752,0.19206165,0.16233252,0.14373283,0.17448384
5230.json,0.1639159,0.16394585,0.17737971,0.16849755,0.15461685,0.17164409
8519.json,0.16376735,0.1626786,0.20425318,0.16287874,0.13460746,0.17181468
6900.json,0.16676292,0.16676994,0.17922145,0.16861787,0.15026125,0.16836658
10524.json,0.16467556,0.15916434,0.19612294,0.16214223,0.1359123,0.18198256
12599.json,0.16788839,0.15097383,0.20848376,0.16625534,0.12807092,0.17832771
917.json,0.16524775,0.16135098,0.18481521,0.1658916,0.14590688,0.17678751
8336.json,0.17494674,0.16205728,0.19007882,0.1623402,0.14395456,0.16662239
6811.json,0.17002523,0.15694937,0.19381256,0.16699763,0.13947098,0.17274423
7084.json,0.16930717,0.15142061,0.19905646,0.1677185,0.13530727,0.17718995
7900.json,0.17099309,0.15770188,0.18698551,0.16503565,0.15176082,0.16752313
9323.json,0.16372217,0.16247407,0.18060502,0.17070162,0.15175496,0.1707421
1460.json,0.16971274,0.16802745,0.19705497,0.15139608,0.1487309,0.16507784
7607.json,0.16946317,0.16096453,0.19254918,0.16188517,0.13644506,0.17869288
1061.json,0.16557017,0.16316085,0.17870523,0.16438526,0.15473579,0.17344268
12321.json,0.16417918,0.1677041,0.18888348,0.16475749,0.14069347,0.17378218
6473.json,0.16859403,0.15822124,0.19353394,0.16395989,0.14347434,0.17221653
12546.json,0.16744018,0.16219719,0.1760308,0.16826011,0.15460633,0.1714655
2877.json,0.16691893,0.16356513,0.17321007,0.16462468,0.15774994,0.17393118
9432.json,0.16286178,0.16407828,0.19591294,0.16977957,0.14266337,0.1647041
7145.json,0.17250653,0.1657229,0.17614941,0.16853453,0.14306813,0.17401844
2760.json,0.17514282,0.15134962,0.19250725,0.16665785,0.14677462,0.16756783
6945.json,0.16635107,0.15512757,0.17925991,0.17036639,0.15014271,0.1787523
4899.json,0.1686903,0.17194049,0.18270887,0.15762863,0.15450712,0.16452459
10906.json,0.17525722,0.15535629,0.19606903,0.16849658,0.13857621,0.16624472
3885.json,0.16362496,0.15566649,0.2001937,0.17506655,0.13934581,0.16610247
11150.json,0.16964631,0.16100895,0.1891084,0.16730748,0.14261062,0.17031826
6953.json,0.16413353,0.16313435,0.19305265,0.16368674,0.14234498,0.17364773
5510.json,0.16614507,0.1578146,0.20174648,0.16729549,0.13858114,0.16841722
3455.json,0.16632631,0.1600365,0.20624821,0.15876086,0.13730478,0.17132339
10061.json,0.16961825,0.15609664,0.19316,0.16288666,0.14609323,0.17214519
9927.json,0.15984997,0.16127725,0.18583806,0.16116184,0.15074511,0.18112777
2316.json,0.16896021,0.16123621,0.1788374,0.16596678,0.15405053,0.17094883
11276.json,0.16823253,0.15725647,0.19028871,0.17148097,0.14448228,0.16825914
1497.json,0.16461235,0.16670549,0.18725845,0.1601837,0.15060526,0.17063476
4337.json,0.1773656,0.15730146,0.2112584,0.15999945,0.1300675,0.16400753
4543.json,0.17152336,0.144452,0.19430561,0.17712168,0.1403623,0.17223494
5091.json,0.16990621,0.1620181,0.18720487,0.16692732,0.14877301,0.1651705
40.json,0.17036185,0.14489228,0.21465144,0.17169896,0.12844907,0.16994643
2852.json,0.16937284,0.1611596,0.19794357,0.16283324,0.13725975,0.171431
2506.json,0.1715397,0.15127696,0.2068068,0.16266675,0.13371159,0.17399827
4212.json,0.16809613,0.1624459,0.17155452,0.16863921,0.15577532,0.17348896
10474.json,0.17959286,0.15516421,0.1960148,0.17187276,0.1403326,0.15702277
10117.json,0.16676262,0.15625405,0.1805935,0.16778457,0.15587631,0.1727289
7877.json,0.16738762,0.16406056,0.19879706,0.16621585,0.13810071,0.16543812
12051.json,0.16888703,0.16681623,0.18465272,0.16618145,0.1477243,0.1657383
3957.json,0.18220542,0.14977427,0.19577885,0.16078939,0.14860427,0.1628479
10893.json,0.16663468,0.16472192,0.17757832,0.167223,0.15076031,0.1730817
1623.json,0.16695204,0.16207501,0.17801249,0.16273636,0.16054422,0.16967991
6428.json,0.17285176,0.16188078,0.18155979,0.16848105,0.14137253,0.17385416
4287.json,0.16918959,0.16419733,0.1833676,0.1703042,0.14350286,0.16943854
9793.json,0.1718457,0.1554953,0.17647599,0.16831376,0.1551049,0.17276438
2910.json,0.1679986,0.16070397,0.1804109,0.16462845,0.15280236,0.1734557
4653.json,0.17373236,0.15158047,0.19626766,0.1614697,0.14668445,0.1702654
12279.json,0.16800828,0.16292576,0.20867388,0.16507988,0.1305959,0.16471635
6982.json,0.17221743,0.15928237,0.18573757,0.16817753,0.14818238,0.16640267
11802.json,0.16878565,0.16073544,0.19239695,0.15978043,0.14793603,0.17036553
4609.json,0.1696804,0.1598318,0.19015224,0.17044383,0.14385267,0.166039
8115.json,0.1645587,0.15244472,0.20141967,0.16369319,0.13612689,0.18175682
11296.json,0.17131206,0.15550672,0.19665664,0.16868782,0.132879,0.1749577
9093.json,0.16309139,0.16286524,0.18600191,0.16737297,0.14622179,0.17444676
10799.json,0.17118604,0.14651138,0.18909666,0.17960939,0.14354049,0.17005605
9383.json,0.16415359,0.16543007,0.20438644,0.15826842,0.1372757,0.1704858
12009.json,0.1660122,0.15923466,0.17505857,0.16937195,0.16136396,0.16895862
7223.json,0.167007,0.1605117,0.18512015,0.16062422,0.15220672,0.17453009
11118.json,0.17058255,0.16347587,0.1933884,0.16733019,0.13369763,0.17152545
3381.json,0.17069937,0.15871863,0.19966392,0.16541967,0.13417585,0.17132257
7244.json,0.16500339,0.15813506,0.19479038,0.16697592,0.13602519,0.17907013
2581.json,0.17380819,0.15728502,0.18475139,0.16684772,0.14929952,0.16800818
2958.json,0.16830538,0.16410637,0.18921453,0.15834355,0.14299233,0.17703784
12179.json,0.17320788,0.15666275,0.18731238,0.16621733,0.14705487,0.16954488
11373.json,0.17157328,0.15390927,0.18718477,0.16837527,0.15089732,0.16806014
2114.json,0.16952595,0.162294,0.18621874,0.16578549,0.1467547,0.16942115
9588.json,0.16829868,0.16413742,0.1809541,0.1635166,0.15370585,0.16938736
3430.json,0.17316507,0.15879945,0.17724103,0.16661614,0.1535677,0.17061064
9364.json,0.17549941,0.15888219,0.19571854,0.16476713,0.1416342,0.16349863
10695.json,0.16916983,0.16395521,0.19610387,0.159522,0.13978177,0.17146741
1158.json,0.17115153,0.16232677,0.18198453,0.17283878,0.14527853,0.16641983
5848.json,0.16938508,0.16605991,0.17596532,0.16179416,0.15340406,0.17339145
10561.json,0.16783679,0.15606894,0.1951442,0.16934186,0.14037241,0.17123581
512.json,0.17385237,0.16053687,0.19362465,0.16481061,0.13613883,0.17103663
5815.json,0.1743415,0.15598425,0.1970755,0.16190353,0.13906302,0.17163216
12906.json,0.17318778,0.1558664,0.19945638,0.16506529,0.13794723,0.16847695
7909.json,0.15951575,0.15162756,0.20178111,0.17637414,0.13018055,0.1805209
7044.json,0.16515794,0.16047746,0.17837068,0.16860856,0.15512994,0.17225543
11284.json,0.16761842,0.16047287,0.17730235,0.16637176,0.15525994,0.17297463
11761.json,0.17588708,0.16408372,0.18086137,0.16657843,0.14560343,0.16698594
13291.json,0.1779309,0.16007416,0.18386878,0.1667613,0.14642495,0.16493985
6933.json,0.17433874,0.15331861,0.18612473,0.161723,0.15134703,0.17314786
9916.json,0.17790899,0.16428752,0.18920052,0.16628055,0.13160858,0.17071378
9248.json,0.17204411,0.15830144,0.19551516,0.16655084,0.1400053,0.16758324
544.json,0.16983806,0.16312364,0.17667763,0.16705671,0.15562907,0.16767493
3679.json,0.16984974,0.15348706,0.19201957,0.17733403,0.14444779,0.16286188
11825.json,0.17170253,0.1591383,0.20683853,0.16583312,0.12972799,0.16675955
7420.json,0.17297006,0.16258125,0.18004219,0.16555889,0.15020072,0.16864687
2723.json,0.17392278,0.15920044,0.18761599,0.16152589,0.14240602,0.17532891
5530.json,0.1771675,0.14881828,0.18734494,0.1781907,0.14452899,0.16394961
4617.json,0.16526449,0.16827334,0.18184973,0.16650228,0.1519792,0.16613093
4498.json,0.16672388,0.16005345,0.19662896,0.16266136,0.13731717,0.17661528
2994.json,0.15473498,0.16689192,0.18647066,0.16748424,0.14789088,0.1765273
1184.json,0.17567508,0.15709616,0.17920785,0.16756617,0.14300849,0.17744626
11169.json,0.17103761,0.15999687,0.1716979,0.17337286,0.15428486,0.16960983
8924.json,0.16220303,0.14772168,0.20177886,0.15764938,0.14928347,0.18136357
3194.json,0.16964258,0.16158153,0.18425097,0.16476564,0.15295483,0.16680452
985.json,0.1699185,0.15547004,0.2114336,0.16361062,0.129484,0.17008325
7379.json,0.16807206,0.16602935,0.1859189,0.16382915,0.14037701,0.17577347
2926.json,0.16696835,0.16161212,0.20355988,0.1640805,0.13451678,0.16926236
5283.json,0.16142774,0.16224438,0.1862693,0.16555913,0.14731702,0.17718244
4204.json,0.17462553,0.14825022,0.19058178,0.15734857,0.15015264,0.1790413
7288.json,0.17579058,0.15919892,0.18093708,0.17167152,0.14361516,0.1687867
10223.json,0.16679148,0.14756453,0.19294299,0.17445093,0.14422996,0.17402013
4526.json,0.1655316,0.15128899,0.20696503,0.1741595,0.13841917,0.16363576
10493.json,0.17390074,0.16231884,0.18021122,0.16446467,0.1498708,0.16923378
6812.json,0.17060314,0.15897621,0.19241902,0.16241074,0.14418042,0.17141053
13214.json,0.1674337,0.16685434,0.18849991,0.16100046,0.14572763,0.17048402
12662.json,0.16884293,0.15038572,0.18944779,0.17299771,0.15071385,0.167612
3933.json,0.17041652,0.15830484,0.19602746,0.16333836,0.14090794,0.17100482
7268.json,0.1726321,0.16291547,0.19482036,0.16361876,0.13197094,0.17404234
2717.json,0.16699758,0.16247123,0.19094722,0.16497031,0.14089276,0.17372075
2252.json,0.17310625,0.16288263,0.17791876,0.17022097,0.14398324,0.17188811
3029.json,0.1709651,0.16446269,0.1795209,0.16921626,0.14886327,0.1669718
3471.json,0.17001149,0.16032161,0.17606044,0.1663982,0.15462002,0.17258829
3710.json,0.16806583,0.16056862,0.20402399,0.16389413,0.13929302,0.16415441
1855.json,0.17535578,0.15364261,0.19375017,0.17393182,0.13874389,0.1645758
7771.json,0.17398268,0.14828657,0.19076505,0.1689168,0.14700921,0.17103973
13409.json,0.17293127,0.15774316,0.18945096,0.1652282,0.14820932,0.16643713
5101.json,0.17244858,0.15978135,0.19347295,0.16158594,0.12992433,0.18278684
7356.json,0.16685322,0.16159193,0.17765424,0.16822252,0.15616614,0.16951191
4568.json,0.17305593,0.14273314,0.18789667,0.17984244,0.14511757,0.17135419
2099.json,0.17100556,0.15081264,0.20986533,0.17019518,0.12886477,0.16925651
1849.json,0.15851513,0.1655629,0.1825436,0.1691632,0.14783846,0.17637676
7790.json,0.1678634,0.1629829,0.17527562,0.17223318,0.15154591,0.17009902
6320.json,0.16837011,0.15355472,0.18789585,0.16991964,0.14935215,0.17090757
3500.json,0.17847086,0.15820321,0.19311571,0.15864998,0.14651357,0.16504668
2460.json,0.17665787,0.15333727,0.19388582,0.16826338,0.14717817,0.1606775
1948.json,0.17089377,0.14868216,0.19488122,0.17258877,0.1386114,0.17434275
10739.json,0.16779676,0.16146748,0.18568218,0.16253662,0.14947483,0.17304213
13020.json,0.16980365,0.1595042,0.1990609,0.16670667,0.13880801,0.1661166
1119.json,0.16974486,0.16220148,0.19031018,0.16053005,0.14389299,0.17332034
